Subject,Predicate,Object
IntermediateHypothalamicRegion,rdfs:label,Intermediate Hypothalamic Region                  
IntermediateOrbitalGyrus,rdfs:label,Intermediate orbital gyrus                  
MiddleTemporalGyrus,rdfs:label,Intermediate temporal gyrus                  
IntermittentSlowActivity,rdfs:label,Intermittent Slow                  
InternalGrayMatterComponent,rdfs:label,Internal Gray Matter Component                  
IntracerebralHemorrhage,rdfs:label,Intracerebral Hemorrhage                  
InducedPluripotentStemCellCulture,rdfs:label,iPSC                  
JamaisVu,rdfs:label,Jamais Vu                  
JitteryPhase,rdfs:label,Jittery phase                  
KeppraXR,rdfs:label,Keppra XR™                  
Keppra,rdfs:label,Keppra®                  
Ki-67Antigen,rdfs:label,Ki-67                  
ParaneoplasticAntigenMa2,rdfs:label,KIAA0883                  
KMT2E,rdfs:label,Kruppel like factor 13                  
L2HGDH,rdfs:label,L-2-hydroxyglutarate dehydrogenase                  
Lamictal,rdfs:label,Lamictal®                  
LMNB2,rdfs:label,lamin B2                  
AcquiredEpilepticAphasia,rdfs:label,Landau-Kleffner syndrome                  
LateralFrontalLobeSegment,rdfs:label,Lateral Frontal                  
LateralHypothalamicRegion,rdfs:label,Lateral Hypothalamic Region                  
LateralHypothalamusZone,rdfs:label,Lateral Hypothalamus Zone                  
FusiformGyrus,rdfs:label,Lateral occipitotemporal gyrus                  
InferiorTemporalGyrus,rdfs:label,Lateral occipitotemporal gyrus (Heimer-83)                  
LateralParietalLobeSegment,rdfs:label,Lateral Parietal                  
LateralTemporalLobeSegment,rdfs:label,Lateral Temporal                  
LateralizingSign,rdfs:label,Lateralizing Sign                  
LateralizingSignVersion,rdfs:label,Lateralizing Sign Version                  
LymphoblasticCellLine,rdfs:label,LCL                  
LeftandRightSphenoidal,rdfs:label,Left & Right Sphenoidal                  
LeftAmygdala,rdfs:label,Left Amygdala                  
LeftArm,rdfs:label,Left Arm                  
LeftFrontalLobeOrbitofrontalSegment,rdfs:label,Left Basal Frontal                  
LeftBasalTemporalLobeSegment,rdfs:label,Left Basal Temporal                  
LeftBigToe,rdfs:label,Left Big Toe                  
LeftBrainstemSegment,rdfs:label,Left Brainstem Segment                  
LeftCerebellumHemisphere,rdfs:label,Left Cerebellum Hemisphere                  
LeftCerebralHemisphere,rdfs:label,Left Cerebral Hemisphere                  
LeftCingulateGyrus,rdfs:label,Left cingulate gyrus                  
LeftDorsalHypothalamicArea,rdfs:label,Left Dorsal Hypothalamic Area                  
LeftEye,rdfs:label,Left Eye                  
LeftFoot,rdfs:label,Left Foot                  
LeftForearm,rdfs:label,Left Forearm                  
LeftFourthToe,rdfs:label,Left Fourth Toe                  
LeftFrontalPole,rdfs:label,Left Fronto-Polar                  
LeftHand,rdfs:label,Left Hand                  
LeftHippocampus,rdfs:label,Left hippocampus                  
LeftIndexFinger,rdfs:label,Left Index Finger                  
LeftInsula,rdfs:label,Left Insular                  
LeftLateralFrontalLobeSegment,rdfs:label,Left Lateral Frontal                  
LeftLateralParietalLobeSegment,rdfs:label,Left Lateral Parietal                  
LeftLateralTemporalLobeSegment,rdfs:label,Left Lateral Temporal                  
LeftLeg,rdfs:label,Left Leg                  
LeftLittleFinger,rdfs:label,Left Little Finger                  
LeftLittleToe,rdfs:label,Left Little Toe                  
LeftMesialFrontalLobeSegment,rdfs:label,Left Mesial Frontal                  
LeftMesialTemporalLobeSegment,rdfs:label,Left Mesial Temporal                  
LeftMiddleFinger,rdfs:label,Left Middle Finger                  
LeftOccipitalLobe,rdfs:label,Left Occipital                  
LeftParietalLobe,rdfs:label,Left Parietal                  
LeftRingFinger,rdfs:label,Left Ring Finger                  
LeftSecondToe,rdfs:label,Left Second Toe                  
LeftShoulder,rdfs:label,Left Shoulder                  
LeftSignOfFour,rdfs:label,Left Sign of 4                  
LeftSphenoidal,rdfs:label,Left Sphenoidal                  
RightSubiculum,rdfs:label,Left subiculum                  
LeftTemporalLobe,rdfs:label,Left Temporal                  
LeftTemporalPole,rdfs:label,Left Temporal-Polar                  
LeftThigh,rdfs:label,Left Thigh                  
LeftThirdToe,rdfs:label,Left Third Toe                  
LeftThumb,rdfs:label,Left Thumb                  
LentiformNodularHeterotopia,rdfs:label,Lentiform nodular heterotopia                  
ClusterofDifferentiation8,rdfs:label,Leu 2 Antigens                  
LGI1,rdfs:label,"leucine-rich, glioma inactivated 1                  "
LeukoencephalopathyCo-occurentwithBilateralAnteriorTemporalLobeCyst,rdfs:label,Leukoencephalopathy co-occurrent with bilateral anterior temporal lobe cysts (disorder)                  
LeucineRichGliomaInactivatedProtein1,rdfs:label,LGI Protein 1                  
LeucineRichGliomaInactivatedProtein1AssociatedEncephalitis,rdfs:label,LGI1AssociatedEncephalitis                  
LimbSegment,rdfs:label,Limb Segment                  
LittleFinger,rdfs:label,Little Finger                  
LittleToe,rdfs:label,Little Toe                  
InsulaLobule,rdfs:label,Lobule of insula                  
LongitudinalAnatomicalCoordinate,rdfs:label,Longitudinal                  
LossofMyelination,rdfs:label,Loss of myelination                  
LossOfConsciousnessState,rdfs:label,Loss Of Consciousness (LOC) refers to complete unresponsiveness with postictal amnesia for the events that happened during the seizure.                  
LowGradeGlioma,rdfs:label,Low Grade Glioma                  
LuminalAnatomicalCoordinate,rdfs:label,Luminal                  
LNPK,rdfs:label,"lunapark, ER junction formation factor                  "
BCell,rdfs:label,lymphocyte of B lineage                  
ParaneoplasticAntigenMa1,rdfs:label,MA1                  
ParaneoplasticAntigenMa1AssociatedEncephalitis,rdfs:label,Ma1AssociatedEncephalitis                  
ParaneoplasticAntigenMa2,rdfs:label,MA2                  
ParaneoplasticAntigenMa2AssociatedEncephalitis,rdfs:label,Ma2AssociatedEncephalitis                  
MacroglialCell,rdfs:label,Macroglial cell                  
MacropsiaStatus,rdfs:label,Macropsia Status                  
MagneticResonanceAngiography,rdfs:label,magnetic resonance angiography                  
MagneticResonanceSpectroscopy,rdfs:label,Magnetic Resonance Spectroscopy                  
CorticalDevelopmentMalformation,rdfs:label,Malformation of Cortical Development                  
MicrotubuleAssociatedProtein1B,rdfs:label,MAP1.2                  
MicrotubuleAssociatedProtein1B,rdfs:label,MAP1.X                  
MicrotubuleAssociatedProtein1B,rdfs:label,MAP1B                  
MicrotubuleAssociatedProtein1B,rdfs:label,MAP1x                  
MicrotubuleAssociatedProtein2,rdfs:label,MAP2                  
MicrotubuleAssociatedProtein1B,rdfs:label,MAP5                  
SuperiorFrontalGyrus,rdfs:label,Marginal gyrus                  
MaterialAnatomicalEntity,rdfs:label,Material Anatomical Entity                  
MatureBCell,rdfs:label,mature B lymphocyte                  
Basophil,rdfs:label,Mature Basophil                  
MatureBCell,rdfs:label,mature B-cell                  
MatureBCell,rdfs:label,mature B-lymphocyte                  
Eosinophil,rdfs:label,mature eosinocyte                  
Eosinophil,rdfs:label,mature eosinophil leucocyte                  
MatureMicroglialCell,rdfs:label,Mature microglia                  
MyelinBasicProtein,rdfs:label,MBP                  
MyelinBasicProtein,rdfs:label,MBP3 Protein                  
MedialHypothalamusZone,rdfs:label,Medial Hypothalamus Zone                  
FusiformGyrus,rdfs:label,Medial occipitotemporal gyrus-1 (Heimer)                  
MedialParietalLobe,rdfs:label,Medial Parietal                  
StraightGyrus,rdfs:label,Medial part of gyri orbitales                  
MedianAnatomicalCoordinate,rdfs:label,Median                  
MiddleAnatomicalPointofSkull,rdfs:label,Median anatomical point of skull                  
MedullaOblongataNeuralTissue,rdfs:label,Medulla Oblongata Neural Tissue                  
Magnetoencephalography,rdfs:label,MEG                  
MitochondrialEncephalomyopathyLacticAcidosisStrokelikeEpisodes,rdfs:label,MELAS                  
MARCHF6,rdfs:label,membrane associated ring-CH-type finger 6                  
MeningealCyst,rdfs:label,Meningeal cyst (disorder)                  
MN1,rdfs:label,meningioma (disrupted in balanced translocation) 1                  
GeneralLearningDisability,rdfs:label,Mental Retardation                  
Midbrain,rdfs:label,Mesencephalon                  
MesialFrontalLobeSegment,rdfs:label,Mesial Frontal                  
MesialTemporalLobeSegment,rdfs:label,Mesial Temporal                  
MesialTemporalSclerosis,rdfs:label,Mesial Temporal Sclerosis                  
MetabolicCause,rdfs:label,Metabolic Cause                  
MetamorphopsiaStatus,rdfs:label,Metamorphopsia Status                  
Neoplastic,rdfs:label,Metastasis                  
MetastaticTumor,rdfs:label,Metastatic Tumor                  
MTHFS,rdfs:label,methenyltetrahydrofolate synthetase                  
MECP2,rdfs:label,methyl-CpG binding protein 2                  
MRI1,rdfs:label,methylthioribose-1-phosphate isomerase 1                  
MetabotropicGlutamateReceptor1,rdfs:label,mGluR1                  
MetabotropicGlutamateReceptor1,rdfs:label,MGLUR1A                  
MetabotropicGlutamateReceptor1,rdfs:label,MGLUR1-ALPHA                  
MetabotropicGlutamateReceptor1AssociatedEncephalitis,rdfs:label,mGluR1AssociatedEncephalitis                  
MIBE3UbiquitinProteinLigase1,rdfs:label,MIB1                  
Mouse,rdfs:label,Mice                  
MicroglialCell,rdfs:label,Microglia                  
MicroglialCell,rdfs:label,microgliocyte                  
MicropsiaStatus,rdfs:label,Micropsia Status                  
MIR211,rdfs:label,microRNA 211                  
MidbrainNeuralTissue,rdfs:label,Midbrain Neural Tissue                  
MiddleAnatomicalCoordinate,rdfs:label,Middle                  
MiddleFinger,rdfs:label,Middle Finger                  
MiddleFreeLimbSegment,rdfs:label,Middle Free Limb Segment                  
MiddleTemporalGyrus,rdfs:label,Middle temporal gyrus                  
MissenseVariant,rdfs:label,Missense                  
MissenseVariant,rdfs:label,missense_variant                  
SynonymousVariant,rdfs:label,missense_variant                  
MT-CO3,rdfs:label,mitochondrially encoded cytochrome c oxidase III                  
MT-TF,rdfs:label,mitochondrially encoded tRNA phenylalanine                  
MAPK8IP2,rdfs:label,mitogen-activated protein kinase 8 interacting protein 2                  
MildMalformationofCorticalDevelopment,rdfs:label,mMCD                  
MN1,rdfs:label,"MN1 proto-oncogene, transcriptional regulator                  "
MyelinOligodendrocyteGlycoprotein,rdfs:label,MOG                  
MyelinOligodendrocyteGlycoproteinAssociatedEncephalitis,rdfs:label,MOGAssociatedEncephalitis                  
MononuclearCell,rdfs:label,mononuclear leukocyte                  
MorphologicallyAlteredBodyStructure,rdfs:label,Morphologic alteration                  
AstaticStatus,rdfs:label,Motor onset (mapping reference: ILAE 2017 Classification of Seizure Types Expanded Version)                  
AtonicStatus,rdfs:label,Motor onset (mapping reference: ILAE 2017 Classification of Seizure Types Expanded Version)                  
MotorSeizure,rdfs:label,Motor Seizure                  
MotorStatus,rdfs:label,Motor Status                  
MagneticResonanceImaging,rdfs:label,MR                  
MagneticResonanceAngiography,rdfs:label,MRA                  
MagneticResonanceImaging,rdfs:label,MRI                  
MagneticResonanceSpectroscopy,rdfs:label,MRS                  
MulticysticEncephalomalacia,rdfs:label,Multicystic encephalomalacia (disorder)                  
MultinodularandVacuolatingNeuronalTumor,rdfs:label,Multinodular and vacuolating neuronal tumor                  
MultiFocalEpileptogenicZone,rdfs:label,Multiregional                  
STXBP1,rdfs:label,MUNC18-1                  
Myocyte,rdfs:label,MuscleCell                  
MYBL1,rdfs:label,MYB proto-oncogene like 1                  
MYB,rdfs:label,"MYB proto-oncogene, transcription factor                  "
LymphocyteAntigenCD34,rdfs:label,Myeloid 10                  
MyeloidLeukocyte,rdfs:label,myeloid leukocyte                  
MyoclonicSeizure,rdfs:label,Myoclonic Seizure                  
MyoclonicStatus,rdfs:label,Myoclonic Status                  
MEF2C,rdfs:label,myocyte enhancer factor 2C                  
MTMR10,rdfs:label,myotubularin related protein 10                  
Mysoline,rdfs:label,Mysoline®                  
N_TypeVoltageGatedCalciumChannel,rdfs:label,N_Type Voltage-gated calcium channel                  
ASAH1,rdfs:label,N-acylsphingosine amidohydrolase 1                  
MyelinOligodendrocyteGlycoprotein,rdfs:label,Narcolepsy 7 (1 family)                  
NPR2,rdfs:label,natriuretic peptide receptor 2                  
N-Methyl-D-AspartateReceptor1,rdfs:label,NDMA Receptor1                  
N-Methyl-D-AspartateReceptor1,rdfs:label,NDMAR1                  
N-Methyl-D-AspartateReceptor1AssociatedEncephalitis,rdfs:label,NDMAR1Encephalitis                  
NegativeMyclonicStatus,rdfs:label,Negative Myclonic Status                  
NegativeMyoclonicSeizure,rdfs:label,Negative Myoclonic Seizure                  
BrainNeoplasm,rdfs:label,Neoplasm of brain                  
NerveGlialAntigen2,rdfs:label,Nerve/glial antigen 2                  
NeuronalNuclei,rdfs:label,NeuN                  
NeuralPrecusorCell,rdfs:label,Neural Stem Cell                  
NeuraxisSegment,rdfs:label,Neuraxis Segment                  
NeuraxisZone,rdfs:label,Neuraxis Zone                  
MyelinatingSchwannCell,rdfs:label,Neurilemmal cell                  
