Subject,Predicate,Object,Section,PMCID
BrainMRI,includes,T2FLAIRImaging,Methods,10431750
BrainMRI,includes,T2WeightedImaging,Methods,10431750
BrainMRI,includes,GradientEchoImaging,Methods,10431750
MorphometricAnalysis,performedUsing,FreeSurferPipeline,Methods,10431750
FreeSurferPipeline,segments,CorticalMantle,Methods,10431750
FreeSurferPipeline,segments,SubcorticalStructures,Methods,10431750
MorphometricFeature,includes,CorticalThickness,Methods,10431750
MorphometricFeature,includes,SurfaceArea,Methods,10431750
MorphometricFeature,includes,CorticalVolume,Methods,10431750
SubcorticalAnalysis,includes,HippocampalSubfieldSegmentation,Methods,10431750
SubcorticalAnalysis,includes,AmygdalaNucleiSegmentation,Methods,10431750
NetworkBasedModeling,uses,StructuralConnectivityMatrix,Methods,10431750
NetworkBasedModeling,uses,FunctionalConnectivityMatrix,Methods,10431750
ConnectivityMatrix,derivedFrom,HumanConnectomeProject,Methods,10431750
EpicenterMapping,identifies,AtrophyEpicenter,Methods,10431750
EpicenterMapping,uses,SpinPermutationTest,Methods,10431750
SCN1APatients,show,CorticalAtrophy,Results,10431750
SCN1APatients,show,SubcorticalAtrophy,Results,10431750
CorticalAtrophy,predominatesIn,TemporoLimbicRegions,Results,10431750
SubcorticalAtrophy,involves,Hippocampus,Results,10431750
SubcorticalAtrophy,involves,Amygdala,Results,10431750
SCN1APatients,show,IncreasedCSFVolume,Results,10431750
IncreasedCSFVolume,reflects,BrainAtrophy,Results,10431750
ParahippocampalCortex,shows,ReducedCorticalThickness,Results,10431750
ParahippocampalCortex,shows,ReducedSurfaceArea,Results,10431750
EntorhinalCortex,shows,ReducedSurfaceArea,Results,10431750
FusiformGyrus,shows,ReducedSurfaceArea,Results,10431750
InferiorTemporalGyrus,shows,ReducedSurfaceArea,Results,10431750
TemporalPole,shows,ReducedCorticalVolume,Results,10431750
Hippocampus,shows,VolumeReduction,Results,10431750
Amygdala,shows,VolumeReduction,Results,10431750
HippocampalSubfieldCA3,shows,VolumeReduction,Results,10431750
HippocampalHead,shows,VolumeReduction,Results,10431750
HippocampalBody,shows,VolumeReduction,Results,10431750
Hippocampus,actsAs,StructuralAtrophyEpicenter,Results,10431750
Hippocampus,actsAs,FunctionalAtrophyEpicenter,Results,10431750
Amygdala,actsAs,StructuralEpicenter,Results,10431750
EntorhinalCortex,actsAs,CorticalEpicenter,Results,10431750
AtrophyPattern,follows,BrainConnectomeArchitecture,Results,10431750
EarlierSeizureOnset,isAssociatedWith,GreaterAtrophy,Results,10431750
HigherSCN1APredictionScore,isAssociatedWith,GreaterAtrophy,Results,10431750
DravetSyndrome,shows,MoreSevereAtrophyThanGEFSPlus,Results,10431750
SeizureSeverity,contributesTo,AtrophicChange,Results,10431750
SCN1AMutation,creates,SelectiveBrainVulnerability,Discussion,10431750
CorticoHippocampalCircuit,isPrimarySiteOf,SCN1ARelatedPathology,Discussion,10431750
Atrophy,reflects,CombinedGeneticAndEpilepticEffect,Discussion,10431750
NetworkBasedAtrophy,differsFrom,FocalLesionPattern,Discussion,10431750
StructuralChange,mayUnderlie,CognitiveDecline,Discussion,10431750
ProgressiveAtrophy,explains,MotorAndGaitAbnormality,Discussion,10431750
MorphometricBiomarker,mayAssist,DiseaseSeverityStratification,Discussion,10431750
NetworkAnalysis,improves,GenotypePhenotypeCorrelation,Discussion,10431750
SCN8AEncephalopathy,isA,DevelopmentalAndEpilepticEncephalopathy,Introduction,7064908
SCN8AEncephalopathy,isCausedBy,SCN8AGainOfFunctionMutation,Introduction,7064908
SCN8A,encodes,Nav1.6SodiumChannel,Introduction,7064908
Nav1.6SodiumChannel,isHighlyExpressedIn,ExcitatoryNeuron,Introduction,7064908
SCN8AGainOfFunctionMutation,causes,NeuronalHyperexcitability,Introduction,7064908
SCN8AEncephalopathy,hasFeature,EarlyOnsetSeizure,Introduction,7064908
SCN8AEncephalopathy,hasFeature,DrugResistantSeizure,Introduction,7064908
SCN8AEncephalopathy,hasFeature,DevelopmentalDelay,Introduction,7064908
DravetSyndrome,isCausedBy,SCN1AHaploinsufficiency,Introduction,7064908
SCN8A,actsAs,GeneticModifierOfDravetSyndrome,Introduction,7064908
AntisenseOligonucleotide,reduces,TargetTranscriptAbundance,Introduction,7064908
SCN8AASO,targets,Scn8aTranscript,Introduction,7064908
Scn8aASO,isA,GapmerAntisenseOligonucleotide,Methods,7064908
Scn8aASO,bindsTo,Scn8a3UTR,Methods,7064908
Scn8aASO,reduces,Scn8aTranscriptLevel,Methods,7064908
Scn8aASO,administeredBy,IntracerebroventricularInjection,Methods,7064908
IntracerebroventricularInjection,performedAt,PostnatalDay2,Methods,7064908
Scn8aASO,administeredBy,StereotacticInjection,Methods,7064908
StereotacticInjection,performedAt,PostnatalDay30,Methods,7064908
Scn8aR1872WMouse,isA,ConditionalSCN8AMouseModel,Methods,7064908
Scn8aR1872WMouse,expresses,SCN8AR1872WVariant,Methods,7064908
SCN8AR1872WVariant,isA,GainOfFunctionVariant,Methods,7064908
Scn1aHaploinsufficientMouse,isA,DravetSyndromeMouseModel,Methods,7064908
QuantitativePCR,measures,Scn8aTranscriptAbundance,Methods,7064908
WesternBlot,measures,Nav1.6ProteinLevel,Methods,7064908
EEGRecording,detects,ElectrographicSeizure,Methods,7064908
OpenFieldTest,assesses,LocomotorActivity,Methods,7064908
WheelRunningTest,assesses,MotorPerformance,Methods,7064908
Scn8aASO,reduces,Scn8aTranscriptAbundance,Results,7064908
Scn8aASO,reduces,Nav1.6ProteinLevel,Results,7064908
Scn8aASO,shows,DoseDependentEffect,Results,7064908
Scn8aASO,delays,SeizureOnset,Results,7064908
Scn8aASO,prolongs,Survival,Results,7064908
Scn8aASO,extends,MedianSurvival,Results,7064908
ReducedScn8aTranscript,correlatesWith,SeizureProtection,Results,7064908
Scn8aR1872WMouse,shows,EarlySeizureOnset,Results,7064908
Scn8aR1872WMouse,shows,PrematureDeath,Results,7064908
Scn8aASOTreatment,prevents,ElectrographicSeizure,Results,7064908
EEGRecording,shows,NormalBackgroundActivity,Results,7064908
Scn8aASOTreatment,doesNotAffect,WeightGain,Results,7064908
Scn8aASOTreatment,doesNotAffect,OpenFieldActivity,Results,7064908
Scn8aASOTreatment,reduces,WheelRunningSpeed,Results,7064908
Scn8aASOTreatment,causes,MildMotorImpairment,Results,7064908
Scn1aHaploinsufficientMouse,shows,SpontaneousSeizure,Results,7064908
Scn1aHaploinsufficientMouse,shows,EarlyMortality,Results,7064908
Scn8aASOTreatment,rescues,DravetMouseSurvival,Results,7064908
Scn8aASOTreatment,prevents,SeizureInDravetMouse,Results,7064908
Scn8aASOTreatment,doesNotAlter,Scn1aTranscriptLevel,Results,7064908
PartialReductionOfScn8a,isWellTolerated,Mouse,Discussion,7064908
PartialReductionOfScn8a,provides,TherapeuticWindow,Discussion,7064908
Scn8aReduction,counteracts,NeuronalHyperexcitability,Discussion,7064908
Scn8aReduction,isProtectiveIn,SCN8AEncephalopathy,Discussion,7064908
Scn8aReduction,isProtectiveIn,DravetSyndrome,Discussion,7064908
SCN8AASO,represents,PrecisionTherapyApproach,Discussion,7064908
TargetingModifierGene,modulates,EpilepsySeverity,Discussion,7064908
ASOTherapy,isPromisingFor,IntractableChildhoodEpilepsy,Discussion,7064908
EarlyPostnatalTreatment,produces,LongLastingSeizureProtection,Discussion,7064908
DravetSyndrome,isA,SevereChildhoodEpilepsy,Introduction,3775921
DravetSyndrome,isCausedBy,SCN1AMutation,Introduction,3775921
SCN1A,encodes,Nav1.1SodiumChannel,Introduction,3775921
Nav1.1SodiumChannel,underlies,ActionPotentialGeneration,Introduction,3775921
SCN1AMutation,isTypically,DeNovoMutation,Introduction,3775921
SCN1AMutation,produces,Nav1.1LossOfFunction,Introduction,3775921
DravetSyndrome,hasFeature,PharmacoresistantSeizure,Introduction,3775921
DravetSyndrome,hasFeature,CognitiveRegression,Introduction,3775921
DravetSyndrome,hasFeature,Ataxia,Introduction,3775921
DravetSyndrome,hasFeature,IncreasedMortality,Introduction,3775921
SCN1AHaploinsufficiency,raisesQuestionOf,HyperexcitabilityMechanism,Introduction,3775921
MouseModel,supports,InterneuronHypothesis,Introduction,3775921
InterneuronHypothesis,proposes,Disinhibition,Introduction,3775921
HumanNeuronMechanism,remains,Uncertain,Introduction,3775921
InducedPluripotentStemCell,enables,PatientSpecificNeuronModeling,Introduction,3775921
DS1Patient,hasSCN1AVariant,IVS14Plus3AtoT,Methods,3775921
IVS14Plus3AtoT,isA,SpliceDonorSiteMutation,Methods,3775921
IVS14Plus3AtoT,causes,Exon14Skipping,Methods,3775921
Exon14Skipping,maintains,ReadingFrame,Methods,3775921
Exon14Skipping,removes,TransmembraneSegments2And3,Methods,3775921
SCN1AVariantY325X,isA,NonsenseMutation,Methods,3775921
SCN1AVariantY325X,produces,PrematureStopCodon,Methods,3775921
DS2Patient,hasSCN1AVariant,Y325X,Methods,3775921
MutantSCN1A,expressedIn,XenopusOocyte,Methods,3775921
MutantSCN1A,produces,NoDetectableSodiumCurrent,Methods,3775921
WildtypeSCN1A,produces,NormalSodiumCurrent,Methods,3775921
MutantNav1.1Protein,shows,ReducedStability,Methods,3775921
MutantNav1.1Protein,failsToReach,CellMembrane,Methods,3775921
MutantSCN1A,doesNotExert,DominantNegativeEffect,Methods,3775921
ReprogrammedCell,becomes,InducedPluripotentStemCell,Methods,3775921
InducedPluripotentStemCell,expresses,PluripotencyMarkers,Methods,3775921
InducedPluripotentStemCell,forms,Teratoma,Methods,3775921
InducedPluripotentStemCell,differentiatesInto,NeuralProgenitorCell,Methods,3775921
NeuralProgenitorCell,hasIdentity,Forebrain,Methods,3775921
NeuralProgenitorCell,expresses,Pax6,Methods,3775921
NeuralProgenitorCell,expresses,Musashi,Methods,3775921
NeuralProgenitorCell,differentiatesInto,InducedNeuron,Methods,3775921
InducedNeuron,hasSubtype,BipolarNeuron,Methods,3775921
InducedNeuron,hasSubtype,PyramidalNeuron,Methods,3775921
BipolarNeuron,isTypically,GABAergicNeuron,Methods,3775921
PyramidalNeuron,isTypically,GlutamatergicNeuron,Methods,3775921
InducedNeuron,expresses,MAP2,Methods,3775921
InducedNeuron,expresses,BetaIIITubulin,Methods,3775921
DSInducedNeuron,shows,IncreasedSodiumCurrentDensity,Results,3775921
IncreasedSodiumCurrentDensity,occursIn,BipolarNeuron,Results,3775921
IncreasedSodiumCurrentDensity,occursIn,PyramidalNeuron,Results,3775921
IncreasedSodiumCurrentDensity,isAgeDependent,NeuronalMaturation,Results,3775921
ImmatureNeuron,shows,NormalSodiumCurrentDensity,Results,3775921
MatureDSNeuron,shows,ElevatedSodiumCurrentDensity,Results,3775921
SodiumCurrent,isBlockedBy,Tetrodotoxin,Results,3775921
SodiumChannelKinetics,areSimilarBetween,DSNeuronAndControlNeuron,Results,3775921
DSInducedNeuron,hasProperty,LowerActionPotentialThreshold,Results,3775921
DSInducedNeuron,hasProperty,IncreasedFiringFrequency,Results,3775921
DSInducedNeuron,shows,SpontaneousFiring,Results,3775921
DSInducedNeuron,shows,BurstingActivity,Results,3775921
ControlNeuron,lacks,SpontaneousBursting,Results,3775921
DSInducedNeuron,hasProperty,DepolarizedRestingMembranePotential,Results,3775921
DSInducedNeuron,retains,NormalInputResistance,Results,3775921
SCN1ATranscript,isNotIncreasedIn,DSInducedNeuron,Results,3775921
SCN2ATranscript,isNotIncreasedIn,DSInducedNeuron,Results,3775921
SCN3ATranscript,isNotIncreasedIn,DSInducedNeuron,Results,3775921
SCN8ATranscript,isNotIncreasedIn,DSInducedNeuron,Results,3775921
SCN9ATranscript,isNotIncreasedIn,DSInducedNeuron,Results,3775921
IncreasedSodiumCurrentDensity,isMediatedBy,PostTranscriptionalMechanism,Results,3775921
HumanDSNeuron,supports,CellAutonomousHyperexcitability,Discussion,3775921
CellAutonomousHyperexcitability,doesNotRequire,NetworkDisinhibition,Discussion,3775921
HumanDSFindings,differFrom,MouseInterneuronModel,Discussion,3775921
HumanDSNeuron,shows,HyperexcitabilityInInhibitoryNeuron,Discussion,3775921
HumanDSNeuron,shows,HyperexcitabilityInExcitatoryNeuron,Discussion,3775921
IncreasedExcitability,mayLeadTo,NetworkSynchronization,Discussion,3775921
NetworkSynchronization,produces,Seizure,Discussion,3775921
HomeostaticCompensation,mayCause,SodiumCurrentUpregulation,Discussion,3775921
iPSCModel,enables,MechanisticDiseaseStudy,Discussion,3775921
iPSCModel,enables,TherapeuticDrugScreening,Discussion,3775921
PediatricRefractoryEpilepsy,isA,HeterogeneousNeurologicDisorder,Introduction,6125990
PediatricRefractoryEpilepsy,hasFeature,RecurrentSeizure,Introduction,6125990
PediatricRefractoryEpilepsy,hasFeature,DrugResistance,Introduction,6125990
Epilepsy,hasGeneticContribution,Heritability,Introduction,6125990
NextGenerationSequencing,enables,GeneticDiagnosis,Introduction,6125990
ACMGGuidelines,usedFor,VariantPathogenicityAssessment,Introduction,6125990
Study,hasCohortSize,172Patients,Methods,6125990
Study,includes,PediatricPatients,Methods,6125990
Study,uses,TargetedGenePanel,Methods,6125990
TargetedGenePanel,covers,153EpilepsyAssociatedGenes,Methods,6125990
Sequencing,performedBy,IlluminaHiSeqXTen,Methods,6125990
VariantValidation,performedBy,SangerSequencing,Methods,6125990
VariantAnnotation,uses,ANNOVAR,Methods,6125990
VariantAnnotation,uses,ExACDatabase,Methods,6125990
VariantAnnotation,uses,HGMD,Methods,6125990
VariantAnnotation,uses,MutationTaster,Methods,6125990
VariantAnnotation,uses,PolyPhen2,Methods,6125990
VariantAnnotation,uses,SIFT,Methods,6125990
PathogenicVariant,identifiedIn,40Patients,Results,6125990
LikelyPathogenicVariant,identifiedIn,40Patients,Results,6125990
DiagnosticYield,equals,TwentyThreePointThreePercent,Results,6125990
DeNovoVariant,accountsFor,SeventyFourPercentOfVariants,Results,6125990
NovelVariant,accountsFor,SixtyPercentOfVariants,Results,6125990
IonChannelGene,accountsFor,MajorityOfVariants,Results,6125990
SCN1A,isMostCommonMutatedGene,EpilepsyCohort,Results,6125990
IonChannelGene,includes,SCN1A,Results,6125990
IonChannelGene,includes,SCN2A,Results,6125990
IonChannelGene,includes,SCN8A,Results,6125990
IonChannelGene,includes,KCNQ2,Results,6125990
IonChannelGene,includes,KCNT1,Results,6125990
LigandGatedIonChannelGene,includes,GABRA1,Results,6125990
LigandGatedIonChannelGene,includes,GABRB3,Results,6125990
DravetSyndrome,hasHighDiagnosticYield,GeneticTesting,Results,6125990
DravetSyndrome,isAssociatedWith,SCN1AVariant,Results,6125990
SCN1AVariant,isOften,DeNovoMutation,Results,6125990
SCN1AVariant,isOften,NovelMutation,Results,6125990
SCN1AVariant,hasVariantType,NonsenseMutation,Results,6125990
SCN1AVariant,hasVariantType,FrameshiftMutation,Results,6125990
SCN1AVariant,hasVariantType,MissenseMutation,Results,6125990
SCN1AVariant,localizesTo,IntracellularLoop,Results,6125990
SCN1AVariant,localizesTo,TransmembraneRegion,Results,6125990
SCN1AVariant,localizesTo,PoreFormingRegion,Results,6125990
OhtaharaSyndrome,isAssociatedWith,KCNQ2Variant,Results,6125990
OhtaharaSyndrome,isAssociatedWith,SCN2AVariant,Results,6125990
WestSyndrome,isAssociatedWith,STXBP1Variant,Results,6125990
WestSyndrome,isAssociatedWith,KCNT1Variant,Results,6125990
WestSyndrome,isAssociatedWith,CDKL5Variant,Results,6125990
DooseSyndrome,isAssociatedWith,SYNGAP1Variant,Results,6125990
GLUT1DeficiencySyndrome,isAssociatedWith,SLC2A1Variant,Results,6125990
RettSyndrome,isAssociatedWith,MECP2Variant,Results,6125990
TuberousSclerosisComplex,isAssociatedWith,TSC1Variant,Results,6125990
TuberousSclerosisComplex,isAssociatedWith,TSC2Variant,Results,6125990
EarlierSeizureOnset,isAssociatedWith,HigherDiagnosticYield,Results,6125990
FamilyHistory,doesNotPredict,DiagnosticYield,Results,6125990
GeneticDiagnosis,guides,MedicationSelection,Discussion,6125990
SCN1AMutation,requires,AvoidanceOfSodiumChannelBlockers,Discussion,6125990
SLC2A1Mutation,respondsTo,KetogenicDiet,Discussion,6125990
TSC2Mutation,respondsTo,mTORInhibitor,Discussion,6125990
GeneticTesting,supports,PrecisionMedicine,Discussion,6125990
NextGenerationSequencing,improves,ClinicalManagement,Discussion,6125990
DravetSyndrome,isCausedBy,SCN1AHeterozygousMutation,Introduction,7059191
SCN1A,encodes,Nav1.1SodiumChannel,Introduction,7059191
GLP1Analogue,includes,Liraglutide,Introduction,7059191
Liraglutide,isA,GLP1ReceptorAgonist,Introduction,7059191
GLP1Receptor,isExpressedIn,CentralNervousSystem,Introduction,7059191
GLP1Signaling,hasRoleIn,Neuroprotection,Introduction,7059191
GLP1Signaling,modulates,mTORPathway,Introduction,7059191
Scn1aKO_Mouse,models,DravetSyndrome,Methods,7059191
Liraglutide,administeredTo,Scn1aKO_Mouse,Methods,7059191
EEGRecording,assesses,SeizureSusceptibility,Methods,7059191
IntelliCage,assesses,CognitiveFunction,Methods,7059191
OpenFieldTest,assesses,LocomotorBehavior,Methods,7059191
NisslStaining,detects,NeuronalLoss,Methods,7059191
Immunofluorescence,measures,ApoptosisRelatedProtein,Methods,7059191
WesternBlot,measures,mTORPhosphorylation,Methods,7059191
RTqPCR,measures,Scn1aTranscriptLevel,Methods,7059191
AnnexinVAssay,measures,CellularApoptosis,Methods,7059191
Liraglutide,reduces,SeizureSusceptibility,Results,7059191
Liraglutide,improves,CognitiveFunction,Results,7059191
Liraglutide,reduces,EpilepticBehavior,Results,7059191
Liraglutide,reduces,NeuronalApoptosis,Results,7059191
Liraglutide,increases,Scn1aTranscriptLevel,Results,7059191
Liraglutide,increases,Nav1.1ProteinExpression,Results,7059191
Liraglutide,reduces,mTORPhosphorylation,Results,7059191
Liraglutide,reduces,CleavedCaspase3Level,Results,7059191
Liraglutide,restores,BAX_BCL2Balance,Results,7059191
Scn1aKO_Mouse,shows,CognitiveDysfunction,Results,7059191
Scn1aKO_Mouse,shows,IncreasedNeuronalApoptosis,Results,7059191
Liraglutide,exerts,NeuroprotectiveEffect,Discussion,7059191
Neuroprotection,isMediatedBy,AntiApoptoticMechanism,Discussion,7059191
mTORInhibition,contributesTo,SeizureReduction,Discussion,7059191
GLP1Analogue,represents,TherapeuticCandidateForDravetSyndrome,Discussion,7059191
GLP1Signaling,links,MetabolicPathwayToEpilepsy,Discussion,7059191
EarlyInfantileEpilepticEncephalopathy,isA,SevereNeurologicalDisorder,Introduction,8215605
EarlyInfantileEpilepticEncephalopathy,includes,DravetSyndrome,Introduction,8215605
EarlyInfantileEpilepticEncephalopathy,includes,OhtaharaSyndrome,Introduction,8215605
EarlyInfantileEpilepticEncephalopathy,includes,WestSyndrome,Introduction,8215605
EarlyInfantileEpilepticEncephalopathy,hasFeature,EarlyOnsetSeizure,Introduction,8215605
EarlyInfantileEpilepticEncephalopathy,hasFeature,DevelopmentalImpairment,Introduction,8215605
EarlyInfantileEpilepticEncephalopathy,shows,GeneticHeterogeneity,Introduction,8215605
EarlyInfantileEpilepticEncephalopathy,shows,PhenotypicPleiotropy,Introduction,8215605
WholeExomeSequencing,usedFor,GeneticDiagnosis,Methods,8215605
EpilepsyGenePanel,usedFor,GeneticDiagnosis,Methods,8215605
VariantPathogenicity,assessedBy,ACMGGuidelines,Methods,8215605
VariantValidation,performedBy,SangerSequencing,Methods,8215605
ClinicalEvaluation,includes,VEEGRecording,Methods,8215605
ClinicalEvaluation,includes,BrainMRI,Methods,8215605
ClinicalEvaluation,includes,TreatmentResponseAssessment,Methods,8215605
EIEECohort,hasDiagnosticYield,ThirtyFourPercent,Results,8215605
EIEECohort,isEnrichedFor,DeNovoVariant,Results,8215605
EIEECohort,isEnrichedFor,NovelVariant,Results,8215605
SCN1A,causes,DravetSyndrome,Results,8215605
SCN1A,causes,EarlyInfantileEpilepticEncephalopathy,Results,8215605
STXBP1,causes,EarlyInfantileEpilepticEncephalopathy,Results,8215605
